,Unnamed: 0,Head,Review,Rating
37,37,Excellent o2spahttps://www.tripadvisor.in/Attraction_Review-g297586-d10819593-Reviews-or30-Ode_Spa_Hyderabad_Vivanta_By_Taj_Hotel-Hyderabad_Hyderabad_District_Telanga.html,"Excellent therapy well trained and professional staff.Great ambiance, i would go back and definitely recommend this spa.https://www.tripadvisor.in/Attraction_Review-g297586-d10819593-Reviews-or30-Ode_Spa_Hyderabad_Vivanta_By_Taj_Hotel-Hyderabad_Hyderabad_District_Telanga.html",5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297586-d10819593-Reviews-or30-Ode_Spa_Hyderabad_Vivanta_By_Taj_Hotel-Hyderabad_Hyderabad_District_Telanga.html
38,38,Taj Vivanta Hyderabadhttps://www.tripadvisor.in/Attraction_Review-g297586-d10819593-Reviews-or30-Ode_Spa_Hyderabad_Vivanta_By_Taj_Hotel-Hyderabad_Hyderabad_District_Telanga.html,"The hotel is jaded and needs refurbishment- in public areas, in the rooms, in the fittings in the bathrooms, furniture polish, room soft furnishings bear marks of previous occupants (733 that I changed)The only uplifting aspect is the staff who are just amazingly kind, helpful and warm. Albeit not fully trained. In particular I would call out Sujan, Shakir and Zaki.https://www.tripadvisor.in/Attraction_Review-g297586-d10819593-Reviews-or30-Ode_Spa_Hyderabad_Vivanta_By_Taj_Hotel-Hyderabad_Hyderabad_District_Telanga.html",2.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297586-d10819593-Reviews-or30-Ode_Spa_Hyderabad_Vivanta_By_Taj_Hotel-Hyderabad_Hyderabad_District_Telanga.html
39,39,It's a greathttps://www.tripadvisor.in/Attraction_Review-g297586-d10819593-Reviews-or30-Ode_Spa_Hyderabad_Vivanta_By_Taj_Hotel-Hyderabad_Hyderabad_District_Telanga.html,I enjoy my therapie and very professional theralieat. A great place to enjoy the full body massage ...........      .https://www.tripadvisor.in/Attraction_Review-g297586-d10819593-Reviews-or30-Ode_Spa_Hyderabad_Vivanta_By_Taj_Hotel-Hyderabad_Hyderabad_District_Telanga.html,5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297586-d10819593-Reviews-or30-Ode_Spa_Hyderabad_Vivanta_By_Taj_Hotel-Hyderabad_Hyderabad_District_Telanga.html
40,40,Worst manicure in my entire lifehttps://www.tripadvisor.in/Attraction_Review-g297586-d10819593-Reviews-or40-Ode_Spa_Hyderabad_Vivanta_By_Taj_Hotel-Hyderabad_Hyderabad_District_Telanga.html,"Do NOT come here. The spa only offers the ""Red Carpet Signature"" manicure out of all written options listed. It costs 699 rs, after tax 824 rs. This is almost how much it costs in a lower-end New York City salon, but the quality is absolutely abysmal. They massage your hands and lower arms and put a nice scrub on it, but the *actual* painting of the nails looks like a 5 year old tried to do it. It was so bad, I immediately went up to my room to write this review, even if it ruins my nails further. No offense to the workers there, but it's like no one has trained them how to do a proper manicure. They only put 1 layer of color, which makes it looks cheap and tacky and not strong enough to last, and also look smudged. And there isn't any clear nail polish layer to make the color last...this is BASIC stuff! And obviously, no OPI or good brands here. Nor are there facilities to dry nails...so cheap!https://www.tripadvisor.in/Attraction_Review-g297586-d10819593-Reviews-or40-Ode_Spa_Hyderabad_Vivanta_By_Taj_Hotel-Hyderabad_Hyderabad_District_Telanga.html",1.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297586-d10819593-Reviews-or40-Ode_Spa_Hyderabad_Vivanta_By_Taj_Hotel-Hyderabad_Hyderabad_District_Telanga.html
41,41,Don’t tecommendhttps://www.tripadvisor.in/Attraction_Review-g297586-d10819593-Reviews-or40-Ode_Spa_Hyderabad_Vivanta_By_Taj_Hotel-Hyderabad_Hyderabad_District_Telanga.html,"Information provided about services offered were inaccurate, including prices charged at the conclusion. When shared with the manager, he didn’t seem to care. Unfortunate.https://www.tripadvisor.in/Attraction_Review-g297586-d10819593-Reviews-or40-Ode_Spa_Hyderabad_Vivanta_By_Taj_Hotel-Hyderabad_Hyderabad_District_Telanga.html",1.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297586-d10819593-Reviews-or40-Ode_Spa_Hyderabad_Vivanta_By_Taj_Hotel-Hyderabad_Hyderabad_District_Telanga.html
42,42,Nice place to relaxhttps://www.tripadvisor.in/Attraction_Review-g297586-d10819593-Reviews-or40-Ode_Spa_Hyderabad_Vivanta_By_Taj_Hotel-Hyderabad_Hyderabad_District_Telanga.html,"We were very tired and decided to have a Spa treatment here.  I thought the rates are on the higher side.  But once I got the Massage, All was good.https://www.tripadvisor.in/Attraction_Review-g297586-d10819593-Reviews-or40-Ode_Spa_Hyderabad_Vivanta_By_Taj_Hotel-Hyderabad_Hyderabad_District_Telanga.html",4.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297586-d10819593-Reviews-or40-Ode_Spa_Hyderabad_Vivanta_By_Taj_Hotel-Hyderabad_Hyderabad_District_Telanga.html
43,43,Spa visit very unsatisfactory https://www.tripadvisor.in/Attraction_Review-g297586-d10819593-Reviews-or40-Ode_Spa_Hyderabad_Vivanta_By_Taj_Hotel-Hyderabad_Hyderabad_District_Telanga.html,Very unprofessional approach towards guests staying in the hotel.  At the given appointment time no one is available to receive you .  Also the staff was running late by half an hour .The manager was sitting inside the room and not present at the counter to receive the guests.Will not recommend to go for this kind of spas.https://www.tripadvisor.in/Attraction_Review-g297586-d10819593-Reviews-or40-Ode_Spa_Hyderabad_Vivanta_By_Taj_Hotel-Hyderabad_Hyderabad_District_Telanga.html,1.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297586-d10819593-Reviews-or40-Ode_Spa_Hyderabad_Vivanta_By_Taj_Hotel-Hyderabad_Hyderabad_District_Telanga.html
44,44,Great Spa servicehttps://www.tripadvisor.in/Attraction_Review-g297586-d10819593-Reviews-or40-Ode_Spa_Hyderabad_Vivanta_By_Taj_Hotel-Hyderabad_Hyderabad_District_Telanga.html,I took an Aromatherapy message. It was a light massage and the masseuse was very gentle. The facilities are also nice.https://www.tripadvisor.in/Attraction_Review-g297586-d10819593-Reviews-or40-Ode_Spa_Hyderabad_Vivanta_By_Taj_Hotel-Hyderabad_Hyderabad_District_Telanga.html,4.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297586-d10819593-Reviews-or40-Ode_Spa_Hyderabad_Vivanta_By_Taj_Hotel-Hyderabad_Hyderabad_District_Telanga.html
45,45,Good spa!https://www.tripadvisor.in/Attraction_Review-g297586-d10819593-Reviews-or40-Ode_Spa_Hyderabad_Vivanta_By_Taj_Hotel-Hyderabad_Hyderabad_District_Telanga.html,"The spa was really amazing! Good service! Ask for anou she is maybe small but very strong, so if you like strong or soft you are ok here. The headmassage was given by a guy, i dont recommend that as it was with less feeling, but i think thats a commen fact.https://www.tripadvisor.in/Attraction_Review-g297586-d10819593-Reviews-or40-Ode_Spa_Hyderabad_Vivanta_By_Taj_Hotel-Hyderabad_Hyderabad_District_Telanga.html",4.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297586-d10819593-Reviews-or40-Ode_Spa_Hyderabad_Vivanta_By_Taj_Hotel-Hyderabad_Hyderabad_District_Telanga.html
46,46,Amazing place to loosen up stresshttps://www.tripadvisor.in/Attraction_Review-g297586-d8321863-Reviews-Ode_Spa_Hyderabad_Jubilee_Hills-Hyderabad_Hyderabad_District_Telangana.html,Very professional services compared to other spas..Mr Wajahat gave good recommendation and friendly staff. Would definitely comeback to take a breakhttps://www.tripadvisor.in/Attraction_Review-g297586-d8321863-Reviews-Ode_Spa_Hyderabad_Jubilee_Hills-Hyderabad_Hyderabad_District_Telangana.html,4.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297586-d8321863-Reviews-Ode_Spa_Hyderabad_Jubilee_Hills-Hyderabad_Hyderabad_District_Telangana.html
47,47,The ambience was really nice and the assistance I got was excellenthttps://www.tripadvisor.in/Attraction_Review-g297586-d8321863-Reviews-Ode_Spa_Hyderabad_Jubilee_Hills-Hyderabad_Hyderabad_District_Telangana.html,"I was pleasantly surprised when i walked in to the newly opened O2 Spa at Jubilee Hills, Hyderabad. It was situated just off my gym and my body pains magnetically pulled me there. The place has come up in a bungalow, which has been beautifully renovated in a Balinese theme. The lobby is huge and serene, was greeted by friendly staff and promptly taken through the service offering. I opted for a deep tissue and was let to one of the massage rooms. Top class interiors, extremely hygienic and wonderful service. Massage was rounded off with a nice refreshing steam. Highly recommended.https://www.tripadvisor.in/Attraction_Review-g297586-d8321863-Reviews-Ode_Spa_Hyderabad_Jubilee_Hills-Hyderabad_Hyderabad_District_Telangana.html",5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297586-d8321863-Reviews-Ode_Spa_Hyderabad_Jubilee_Hills-Hyderabad_Hyderabad_District_Telangana.html
48,48,The Best wellness spa in Hyderabadhttps://www.tripadvisor.in/Attraction_Review-g297586-d8321863-Reviews-Ode_Spa_Hyderabad_Jubilee_Hills-Hyderabad_Hyderabad_District_Telangana.html,"Undoubtedly one of the Super Best wellness Spas in Hyderabad.  Very consistent in terms of therapies.  They are super healing , quiet relaxing and ensures you feel great .The most i like from the spa is Foot & Head Massage by Ms.Ebini and Ms.Nzano.They transcend you to a different domain... Take time and visit Ode Spa Jubilee Hills . You will not be disappointed..Ensure you prebook your appointments. Rest , Relax , Rejuvenate.https://www.tripadvisor.in/Attraction_Review-g297586-d8321863-Reviews-Ode_Spa_Hyderabad_Jubilee_Hills-Hyderabad_Hyderabad_District_Telangana.html",5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297586-d8321863-Reviews-Ode_Spa_Hyderabad_Jubilee_Hills-Hyderabad_Hyderabad_District_Telangana.html
49,49,Excellenthttps://www.tripadvisor.in/Attraction_Review-g297586-d8321863-Reviews-Ode_Spa_Hyderabad_Jubilee_Hills-Hyderabad_Hyderabad_District_Telangana.html,Friendly staff and very well trained therapists.  Decent atmosphere and good service. Definitely recommend the foot reflexology and body massage. Willing to visit again  👌https://www.tripadvisor.in/Attraction_Review-g297586-d8321863-Reviews-Ode_Spa_Hyderabad_Jubilee_Hills-Hyderabad_Hyderabad_District_Telangana.html,5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297586-d8321863-Reviews-Ode_Spa_Hyderabad_Jubilee_Hills-Hyderabad_Hyderabad_District_Telangana.html
50,50,Forget my pain in Ode spahttps://www.tripadvisor.in/Attraction_Review-g297586-d8321863-Reviews-Ode_Spa_Hyderabad_Jubilee_Hills-Hyderabad_Hyderabad_District_Telangana.html,Excited to visit many more times as therapy done by therapist was excellent with suggestions by jadhav we took Balinese therapy it was so relaxing 😌https://www.tripadvisor.in/Attraction_Review-g297586-d8321863-Reviews-Ode_Spa_Hyderabad_Jubilee_Hills-Hyderabad_Hyderabad_District_Telangana.html,5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297586-d8321863-Reviews-Ode_Spa_Hyderabad_Jubilee_Hills-Hyderabad_Hyderabad_District_Telangana.html
51,51,Excellenthttps://www.tripadvisor.in/Attraction_Review-g297586-d8321863-Reviews-Ode_Spa_Hyderabad_Jubilee_Hills-Hyderabad_Hyderabad_District_Telangana.html,Well trained & experienced staff Spacious rooms Great ambience Very relaxing & peaceful place Affordable priceshttps://www.tripadvisor.in/Attraction_Review-g297586-d8321863-Reviews-Ode_Spa_Hyderabad_Jubilee_Hills-Hyderabad_Hyderabad_District_Telangana.html,4.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297586-d8321863-Reviews-Ode_Spa_Hyderabad_Jubilee_Hills-Hyderabad_Hyderabad_District_Telangana.html
52,52,Respectful Manager (Thomas)https://www.tripadvisor.in/Attraction_Review-g297586-d8321863-Reviews-Ode_Spa_Hyderabad_Jubilee_Hills-Hyderabad_Hyderabad_District_Telangana.html,Am greatly impressed with the one who takes care of this jubilee hills branch -ThomasHe is great at what he does he is very respectful to the clients unlike the other branches.Massage was a great experience.I dislike to go to the Manohar hotel branch for their recklessness  in talking to clients n their poor hygienehttps://www.tripadvisor.in/Attraction_Review-g297586-d8321863-Reviews-Ode_Spa_Hyderabad_Jubilee_Hills-Hyderabad_Hyderabad_District_Telangana.html,4.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297586-d8321863-Reviews-Ode_Spa_Hyderabad_Jubilee_Hills-Hyderabad_Hyderabad_District_Telangana.html
53,53,Paradise!https://www.tripadvisor.in/Attraction_Review-g297586-d8321863-Reviews-Ode_Spa_Hyderabad_Jubilee_Hills-Hyderabad_Hyderabad_District_Telangana.html,"A beautiful and relaxing spa. This place is awesome, clean and comfortable. You feel Rejuvenated....https://www.tripadvisor.in/Attraction_Review-g297586-d8321863-Reviews-Ode_Spa_Hyderabad_Jubilee_Hills-Hyderabad_Hyderabad_District_Telangana.html",5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297586-d8321863-Reviews-Ode_Spa_Hyderabad_Jubilee_Hills-Hyderabad_Hyderabad_District_Telangana.html
54,54,Amazinghttps://www.tripadvisor.in/Attraction_Review-g297586-d8321863-Reviews-Ode_Spa_Hyderabad_Jubilee_Hills-Hyderabad_Hyderabad_District_Telangana.html,"This spa is nice. Had a fantastic deep tissue massage from Dema. She did an excellent job.Absolutely wonderful, no matter what treatment I have had I always feel like a king when I leave. Everyone is professional and accommodating.https://www.tripadvisor.in/Attraction_Review-g297586-d8321863-Reviews-Ode_Spa_Hyderabad_Jubilee_Hills-Hyderabad_Hyderabad_District_Telangana.html",5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297586-d8321863-Reviews-Ode_Spa_Hyderabad_Jubilee_Hills-Hyderabad_Hyderabad_District_Telangana.html
55,55,Was relaxinghttps://www.tripadvisor.in/Attraction_Review-g297586-d8321863-Reviews-Ode_Spa_Hyderabad_Jubilee_Hills-Hyderabad_Hyderabad_District_Telangana.html,It was good and service was nice . People were polite and friendly as well. I would recommend to others alsohttps://www.tripadvisor.in/Attraction_Review-g297586-d8321863-Reviews-Ode_Spa_Hyderabad_Jubilee_Hills-Hyderabad_Hyderabad_District_Telangana.html,5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297586-d8321863-Reviews-Ode_Spa_Hyderabad_Jubilee_Hills-Hyderabad_Hyderabad_District_Telangana.html
56,56,JOIN AGAIN & AGAINhttps://www.tripadvisor.in/Attraction_Review-g297586-d8321863-Reviews-or10-Ode_Spa_Hyderabad_Jubilee_Hills-Hyderabad_Hyderabad_District_Telangana.html,"I will try my best to come once again, very good service and good arrangement from everyone.Thank you so muchhttps://www.tripadvisor.in/Attraction_Review-g297586-d8321863-Reviews-or10-Ode_Spa_Hyderabad_Jubilee_Hills-Hyderabad_Hyderabad_District_Telangana.html",5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297586-d8321863-Reviews-or10-Ode_Spa_Hyderabad_Jubilee_Hills-Hyderabad_Hyderabad_District_Telangana.html
57,57,Excellenthttps://www.tripadvisor.in/Attraction_Review-g297586-d8321863-Reviews-or10-Ode_Spa_Hyderabad_Jubilee_Hills-Hyderabad_Hyderabad_District_Telangana.html,Great service and good welcome explained about the product completely and have been very warm with ushttps://www.tripadvisor.in/Attraction_Review-g297586-d8321863-Reviews-or10-Ode_Spa_Hyderabad_Jubilee_Hills-Hyderabad_Hyderabad_District_Telangana.html,5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297586-d8321863-Reviews-or10-Ode_Spa_Hyderabad_Jubilee_Hills-Hyderabad_Hyderabad_District_Telangana.html
58,58,Great experienceshttps://www.tripadvisor.in/Attraction_Review-g297586-d8321863-Reviews-or10-Ode_Spa_Hyderabad_Jubilee_Hills-Hyderabad_Hyderabad_District_Telangana.html,The way a spa should be and best staff and a place would like to visit again 🤩🤩 soon will vist agahttps://www.tripadvisor.in/Attraction_Review-g297586-d8321863-Reviews-or10-Ode_Spa_Hyderabad_Jubilee_Hills-Hyderabad_Hyderabad_District_Telangana.html,5.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297586-d8321863-Reviews-or10-Ode_Spa_Hyderabad_Jubilee_Hills-Hyderabad_Hyderabad_District_Telangana.html
59,59,Worst possible experience even before going for the service!!!https://www.tripadvisor.in/Attraction_Review-g297586-d8321863-Reviews-or10-Ode_Spa_Hyderabad_Jubilee_Hills-Hyderabad_Hyderabad_District_Telangana.html,"Really disappointed with my experience with 02 spa, both at the call centre level as well as with the front desk. This is my first time trying 02 and had called on 8th October to a call center number (9032150202) listed on Google maps and a male picked up and did the cursory asking of questions on the date preferred and time. We settled with 12th October for 11:30 am. We arrive at the location by 11:10 am and the lady at the front desk Maya attends to us, asking us for what we wanted. We were 2 of us as mentioned in the appointment and she immediately said, there was no place today and they were totally booked. We were a little taken aback as she had not asked us for our names or phone number and assumed that we would not be the ones who had blocked the time. She then spoke to someone and we could hear only one side of the conversation, where she said there were only 3 staff and they could not take any more appointments. We were not offered any seat or any semblance of hospitality!!! We went out and called another number (9247020202) and this time a man called Naman picked up the phone! He strangely was able to see open slots at the same location for the same time! So we went back in with him on the line, and asked him to speak to her and she still said, it was not possible to accommodate us. So, Naman calls the other number that has the same time as what ours was supposed to be and tells me that they intend to come in and so ours stands cancelled as it is not showing on their system. He then asks us, if we would like to pick another time and day and we go on with 14th October. He is trying to fix me with an o2 location in Novotel Kondapur. As we were discussing this, he tells me that it is confirmed and I tell him that i refuse to believe a verbal confirmation as that is excatly what happened on Thursday and I had to endure all this today! He then has the audacity to ask me to ""drop my sarcasm"" and i repeat his words verbatim. Needless to say, i was furious that he has the audacity to lecture me on my tone!!!! That the lady Maya at the front desk who is supposed to recieve guests and make them comfortable has zero etiquette is not to worried about, that my experience at being treated so shabbily by her and hence the sarcasm in my tone is the bone of contention. He goes on to tell me that this conversation is going nowehere unless i drop my sarcasm and that he is showing me empathy by arranging another appointment for me because his company's software has double booked and thrown me out!!! He hangs up saying that he will not give me an appointment with my attitude!!!!One of the keys asks is decorum when one is in the business of hospitality! I was appalled at the lack of decorum and basic courtesy that one would extend to even a stranger who visits the house! o2 needs to work heavily on training their staff with basic etiquettehttps://www.tripadvisor.in/Attraction_Review-g297586-d8321863-Reviews-or10-Ode_Spa_Hyderabad_Jubilee_Hills-Hyderabad_Hyderabad_District_Telangana.html",1.0 of 5 bubbleshttps://www.tripadvisor.in/Attraction_Review-g297586-d8321863-Reviews-or10-Ode_Spa_Hyderabad_Jubilee_Hills-Hyderabad_Hyderabad_District_Telangana.html
